link,headline,category,short_description,authors,date
https://www.huffpost.com/entry/cris-collinsworth-aaron-rodgers-honest_n_61b72e48e4b068effecd1917,Cris Collinsworth Calls Aaron Rodgers 'Honest' And Fans Can't Honestly Believe It,ENTERTAINMENT,"The Green Bay Packers quarterback infamously lied about his vaccination status, but the NBC analyst gushed about him anyway.",Ron Dicker,12/13/2021
https://www.huffpost.com/entry/billie-eilish-covid-vaccine-howard-stern_n_61b7915ce4b05cb12b34c76a,Billie Eilish: I Think I Would Have Died From COVID Had I Not Been Vaccinated,ENTERTAINMENT,The singer told Howard Stern on Monday that she was sick for almost two months and still has side effects.,David Moye,12/13/2021
https://www.huffpost.com/entry/kate-mckinnon-anthonyt-fauci-marjorei-taylor-greene-snl_n_61b57cb0e4b0030da7d61c58,Kate McKinnon Finally Back On 'SNL' As Frustrated Anthony Fauci,COMEDY,Kyle Mooney's Santa complains before the coronavirus expert that the COVID vaccine has made his testicles balloon to the size of grapes.,Mary Papenfuss,12/12/2021
https://www.huffpost.com/entry/midwest-tornadoes-crews-search-for-missing_n_61b5f5abe4b0b50268a75060,Crews Search For The Missing After Devastating Tornadoes,U.S. NEWS,Kentucky was the worst-hit state by far in an unusual mid-December swarm of twisters across the Midwest and the South.,"Bruce Schreiner and Dylan Lovan, AP",12/12/2021
https://www.huffpost.com/entry/tornado-kentucky-climate-change-storms_n_61b60745e4b0b50268a7678c,Explainer: Was Deadly Tornado Storm System Related To Climate Change?,ENVIRONMENT,"Warm weather was a crucial ingredient in the outbreak that killed dozens of people, but whether climate change is a factor is not quite as clear.",,12/12/2021
https://www.huffpost.com/entry/phil-waldron-mark-meadows-powerpoint-overthrow-trump_n_61b53f5ee4b0030da7d5fbc3,Player In PowerPoint Election Overthrow Plot Reportedly Talked Often With Mark Meadows,POLITICS,"Retired Army colonel Phil Waldron also told The Washington Post that he briefed several members of Congress on ""options"" the night before Jan. 6.",Mary Papenfuss,12/12/2021
https://www.huffpost.com/entry/billie-eilish-mrs-claus-snl-colin-jost_n_61b59809e4b089ee1c35656b,Billie Eilish Mocks Her Own 'Mrs. Claus Going To The Club' Clothes In 'SNL' Monologue,COMEDY,"She also takes a shot at Colin Jost ... at 16 ... ""watching other people go to prom.""",Mary Papenfuss,12/12/2021
https://www.huffpost.com/entry/jeffrey-epstein-ghislaine-maxwell-trial_n_61b42da2e4b0030da7d555bf,Prosecution Rests In Sex-abuse Trial Of Ghislaine Maxwell,CRIME,"Maxwell, 59, has denied charges she groomed underage girls for Jeffrey Epstein, who killed himself in jail in 2019.","Larry Neumeister and Tom Hays, AP",11/12/2021
https://www.huffpost.com/entry/banksy-edward-colston-tshirt_n_61b49df6e4b0030da7d5938f,Banksy Creates T-Shirt To Help Alleged Topplers Of Slave Trader Statue,U.S. NEWS,"Four people charged with the felling of the Edward Colston monument in the street artist's home city of Bristol, England, are due to go on trial next week.",,11/12/2021
https://www.huffpost.com/entry/judge-oks-regulators-subpoena-for-rust-assistant-director_n_61b5151fe4b0bb13fd08319c,Judge OKs Regulators’ Subpoena For ‘Rust’ Assistant Director,U.S. NEWS,Cinematographer Halyna Hutchins was killed and director Joel Souza was wounded in the Oct. 21 shooting,,11/12/2021
https://www.huffpost.com/entry/powerpoint-plan-election-overthrow-mark-meadows-trump-pence_n_61b404f4e4b089ee1c348304,Mark Meadows Hands Over PowerPoint Plan For Trump To Overthrow Election,POLITICS,An email the former chief of staff provided to the House panel investigating the U.S. Capitol riot referred to a scheme for Trump to use emergency powers.,Mary Papenfuss,11/12/2021
https://www.huffpost.com/entry/right-whale-gives-birth-fishing-rope_n_61b4e0e7e4b0030da7d5c272,Endangered Right Whale Gives Birth While Entangled In Fishing Gear,ENVIRONMENT,A whale named Snow Cone has surprised scientists by giving birth to a healthy calf despite being encumbered by heavy fishing rope.,Hilary Hanson,11/12/2021
https://www.huffpost.com/entry/megan-thee-stallion-graduates-from-college_n_61b5153fe4b089ee1c3526ae,"Megan Thee Stallion Graduates From College, Walks Stage At Texas Southern University",ENTERTAINMENT,"“Good morning hotties !!! It’s graduation dayyyy,"" the ""Hot Girl Summer"" rapper tweeted.",Hilary Hanson,11/12/2021
https://www.huffpost.com/entry/us-consumer-prices-inflation_n_61b358c8e4b0bb13fd06718c,"U.S. Consumer Prices Soared 6.8% In Past Year, Most Since 1982",U.S. NEWS,A mix of factors resulting from the swift rebound from the coronavirus pandemic recession has fueled the inflation.,"MARTIN CRUTSINGER, AP",10/12/2021
https://www.huffpost.com/entry/funniest-parenting-tweets_l_61b2fa78e4b068effec85fa1,The Funniest Tweets From Parents This Week (Dec. 4-10),PARENTING,"""I went from Mama to Mommy to Mom to Hey can I have $20.""",Caroline Bologna,10/12/2021
https://www.huffpost.com/entry/ron-harper-jr-rutgers-buzzer-beat_n_61b36f0ce4b0b50268a55080,Watch Rutgers Star Ron Harper Jr. Make The Buzzer Beater Of The Year,SPORTS,The Scarlet Knights basketball team stunned No. 1 Purdue in their first victory over a top-ranked team.,Ron Dicker,10/12/2021
https://www.huffpost.com/entry/supreme-court-rules-texas-abortion-ban_n_61817776e4b059d0bfc3a87f,Supreme Court Rules To Allow Challenges To Texas Abortion Ban,POLITICS,The decision comes after some conservative justices signaled concern about the law's unintended side effects.,Lydia O'Connor and Sara Boboltz,10/12/2021
https://www.huffpost.com/entry/funniest-tweets-from-women-dec-4-10_n_61b27ba9e4b068effec7e8fd,The 20 Funniest Tweets From Women This Week (Dec. 4-10),WOMEN,"""God having a cat is soooooo fun it feels like im being haunted by a sweater.""",Caroline Bologna,10/12/2021
https://www.huffpost.com/entry/send-a-cocktail-back-rude_l_61afbe21e4b028ce3d00430c,Is It Rude To Send A Cocktail Back?,FOOD & DRINK,Bartenders and etiquette experts break down the rules around rejecting a drink.,Caroline Bologna,10/12/2021
https://www.huffpost.com/entry/tucker-carlson-covid-feminizes-people_n_61b15a6ce4b0030da7cfead0,Tucker Carlson Has A Misogynistic New Take On What COVID-19 Does To People,POLITICS,"The Fox News conspiracy theorist suggested coronavirus ""feminizes"" people.",Josephine Harvey,9/12/2021
https://www.huffpost.com/entry/simone-biles-time-2021-athlete-of-the-year_n_61b239bbe4b04ae319fc2164,Simone Biles Is Time Magazine's 2021 Athlete Of The Year,U.S. NEWS,"“I do believe everything happens for a reason, and there was a purpose,” the gymnast said about prioritizing her mental and physical health at the Olympics.",Kimberley Richards,9/12/2021
https://www.huffpost.com/entry/travis-scott-first-interview-after-astroworld-tragedy_n_61b21660e4b04ae319fb9af3,Travis Scott Says He'll 'Continue To Show Up' For Astroworld Victims In New Interview,ENTERTAINMENT,"The rapper said he has “a responsibility to find a solution"" in his first on-camera appearance since last month's deadly crowd surge.",Curtis M. Wong,9/12/2021
https://www.huffpost.com/entry/pair-of-oxford-shooting-survivors-file-100-million-lawsuits-against-district_n_61b22265e4b089ee1c30be62,Pair Of Oxford Shooting Survivors File $100 Million Lawsuit Against District,CRIME,"Two sisters, one of whom was shot in the neck, say administrators could have prevented the deadly school shooting in Michigan.",Sara Boboltz,9/12/2021
https://www.huffpost.com/entry/josh-duggar-child-pornography_n_61b232bce4b089ee1c30fe49,Reality TV’s Josh Duggar Convicted Of Child Porn Possession,U.S. NEWS,A federal jury in Arkansas has convicted former reality TV star Josh Duggar of downloading and possessing child pornography.,,9/12/2021
https://www.huffpost.com/entry/camel-beauty-contest-dubai-botox-scandal_n_61b0ef2ee4b0030da7cf40a2,Camel Beauty Contest Rocked By Botox Scandal,WEIRD NEWS,"This year, authorities discovered dozens of breeders had injected camels’ heads and lips with Botox to make them bigger.",,8/12/2021
https://www.huffpost.com/entry/joining-drag-queens-on-tv-show-costs-indiana-pastor-his-job_n_61b0bdbfe4b0eb35170b9576,Joining Drag Queens On TV Show Costs Indiana Pastor His Job,ENTERTAINMENT,"Pastor Craig Duke has been ""relieved of his pastoral duties"" after appearing in drag on HBO's ""We're Here.""","David Crary, AP",8/12/2021
https://www.huffpost.com/entry/georgia-guaranteed-income-pilot-black-women_n_61afbc29e4b028ce3d00418e,Hundreds Of Black Women In Georgia Will Get $850 Per Month In Guaranteed Income,BLACK VOICES,The guaranteed income pilot is set to be one of the largest such programs in the U.S.,Sarah Ruiz-Grossman,8/12/2021
https://www.huffpost.com/entry/arkansas-becomes-third-state-to-introduce-texas-style-abortion-ban_n_61b0f53ee4b068effec4af7f,Arkansas Becomes 3rd State To Introduce Texas-Style Abortion Ban,POLITICS,"During a special session meant to discuss tax cuts, a GOP legislator who thinks the Texas bill is “absolutely awesome” introduced an even more extreme version.",Alanna Vagianos,8/12/2021
https://www.huffpost.com/entry/alexandria-ocasio-cortez-slams-lauren-boebert-gun-xmas-pic_n_61b105b4e4b0bb13fd01c067,Ocasio-Cortez Absolutely Wrecks Boebert Over Gun-Themed Christmas Pic,POLITICS,“Tell me again where Christ said ‘use the commemoration of my birth to flex violent weapons for personal political gain’?” the representative asked.,David Moye,8/12/2021
https://www.huffpost.com/entry/michael-steinhardt-surrenders-looted-artifacts_n_61afccd6e4b0eb35170a43b8,"Billionaire Surrenders $70 Million In Plundered Antiquities, Barred From Collecting For Life",U.S. NEWS,"Michael Steinhardt relied on tomb raiders and crime bosses to expand his collection, the Manhattan district attorney said.",Nick Visser,8/12/2021
https://www.huffpost.com/entry/unmitigated-liars-charles-michael-flynn-jan-6-earl-matthews_n_61ae9740e4b0f76117b2a654,Former DC Guard Official Rips 'Unmitigated' Jan. 6 Lies Of Michael Flynn's Brother,POLITICS,Col. Earl Matthews accuses Lt. Gen. Charles Flynn and Lt. Gen. Walter Piatt of lying to Congress about what transpired the day rioters breached the Capitol.,Mary Papenfuss,7/12/2021
https://www.huffpost.com/entry/child-care-costs-democrats_n_61afd943e4b02df7c6ade143,Republicans Attack Child Care Funding As 'Toddler Takeover',POLITICS,"Democrats believe it will be difficult for Republicans to oppose popular elements of Build Back Better, like new child care funding. But the GOP isn't playing along.","Igor Bobic, Arthur Delaney, and Jonathan Cohn",7/12/2021
https://www.huffpost.com/entry/chris-cuomos-book-pulled-by-publisher-after-being-fired-from-cnn_n_61afb77fe4b0f76117b5042d,Chris Cuomo's Book Pulled By Publisher After His Firing From CNN,U.S. NEWS,"An investigation revealed the former anchor played a bigger role in helping his brother, then-Gov. Andrew Cuomo, deal with sexual misconduct allegations.",Sebastian Murdock,7/12/2021
https://www.huffpost.com/entry/prison-fake-pacs-trump-biden_n_61aedc5ee4b0eb35170810d5,Nevada Man Gets 4 Years For Scams Using Fake Trump And Biden PACS,CRIME,"James Kyle Bell also set up a series of shell companies to illegally collect COVID relief funds, the Justice Department said.",Mary Papenfuss,7/12/2021
https://www.huffpost.com/entry/major-storm-kona-low-hawaii_n_61aea789e4b0f76117b2b854,Major Storm Prompts Warnings Of ‘Catastrophic’ Flooding In Hawaii,U.S. NEWS,"The seasonal cyclone, known as a Kona low, could bring up to 25 inches of rain to some parts of the islands.",Nick Visser,7/12/2021
https://www.huffpost.com/entry/cocaine-parliament-sunday-times-investigation_n_61ae3f46e4b0451e5519184f,UK Police Contacted Over Report Of Cocaine Use In Parliament,POLITICS,The Sunday Times reported that drug detection wipes found traces of cocaine in 11 locations that are only accessible by accredited parliamentary lawmakers.,,6/12/2021
https://www.huffpost.com/entry/david-perdue-georgia-governor_n_61ad503be4b0451e55174836,Former GOP Senator David Perdue Enters Georgia Governor’s Race (UPDATED),POLITICS,Democrat Stacey Abrams announced her own bid to unseat Gov. Brian Kemp (R) on Wednesday.,Nick Visser,6/12/2021
https://www.huffpost.com/entry/ap-us-congress-dole_n_61ae6bfee4b0eb3517078e68,Bob Dole To Lie In State At U.S. Capitol,POLITICS,The former U.S. senator from Kansas died Sunday at age 98.,,6/12/2021
https://www.huffpost.com/entry/bc-as-myanmar-suu-kyi-verdict_n_61adc668e4b044a1cc254e45,Myanmar Court Sentences Ousted Leader Aung San Suu Kyi To 4 Years,WORLD NEWS,The sentencing was the first in a series of cases in which the 76-year-old Nobel laureate is being prosecuted since the army seized power on Feb. 1.,"GRANT PECK, AP",6/12/2021
https://www.huffpost.com/entry/ap-cb-haiti-us-hostages-freed_n_61ae2516e4b07fe2012a89a1,U.S. Religious Group Says Haitian Gang Releases 3 More Hostages,WORLD NEWS,"A religious group based in Ohio has announced that a violent gang in Haiti has released three more hostages, while another 12 remain abducted.","PETER SMITH and EVENS SANON, AP",6/12/2021
https://www.huffpost.com/entry/hippos-covid-positive-antwerp-zoo_n_61ad7c9be4b0f398af22d85c,Pair Of Belgium Zoo Hippos Get COVID In What May Be First Cases For Species,ENVIRONMENT,"Imani and Hermien only have runny noses so far, according to zoo officials.",Mary Papenfuss,6/12/2021
https://www.huffpost.com/entry/trump-truth-social-billion-dollar-commitment-secret-investors_n_61ac3552e4b044a1cc243db7,"Trump Social Media Blows Deadline, Still Claims $1 Billion Commitment From Secret Investors",POLITICS,"This will show ""Big Tech,"" crows Trump.",Mary Papenfuss,5/12/2021
https://www.huffpost.com/entry/chris-cuomo-denies-sexual-misconduct-allegations-cnn_n_61ad3f40e4b025be1af93f6e,Chris Cuomo Denies Sexual Misconduct Allegations Against Him After CNN Firing,POLITICS,The network was aware of the allegation just days before the anchor was fired for helping his then-governor brother defend himself against misconduct claims.,Sanjana Karanth,5/12/2021
https://www.huffpost.com/entry/love-cloud-mile-high-club-flights_n_61ac15eae4b044a1cc2434ce,Spread Your Wings: Vegas Company Offers Tickets To Mile-High Club,U.S. NEWS,Did the Earth move?,Mary Papenfuss,5/12/2021
https://www.huffpost.com/entry/encouraging-early-signs-omicron-covid-anthony-fauci_n_61ace671e4b044a1cc2499b4,"Top Health Officials Share Optimism, Concern On Omicron Variant Of COVID",U.S. NEWS,"""Thus far, it does not look like there's a great degree of severity to it,"" Dr. Anthony Fauci said of the COVID variant's effects, while urging Americans to stay vigilant.",Nina Golgowski,5/12/2021
https://www.huffpost.com/entry/senator-bob-dole-dead-dies_n_56687570e4b0f290e5218a9b,"Bob Dole, Former Republican Senator And Presidential Nominee, Dies At 98",POLITICS,The prominent statesman and war hero had been hailed as “the true measure of servant leadership” from both sides of the aisle.,Samantha Lachman and Nina Golgowski,5/12/2021
https://www.huffpost.com/entry/audiences-go-for-a-second-helping-of-encanto_n_61acf7dce4b044a1cc24a79f,Audiences Go For A Second Helping Of ‘Encanto',ENTERTAINMENT,"“Encanto,” “Ghostbusters: Afterlife” and “House of Gucci” repeated in the top three spots at the box office.","Lindsey Bahr, AP",5/12/2021
https://www.huffpost.com/entry/michigan-suspects-parents-school-shooting_n_61ab709be4b044a1cc23dbb2,"Michigan Suspect's Parents Found Hiding In Building, Chief Says",U.S. NEWS,A sheriff's office in Michigan says the parents of a teen accused of killing four students in a shooting at a high school were caught while hiding in a Detroit commercial building.,"Corey Williams and Ed White, AP",4/12/2021
https://www.huffpost.com/entry/penobscot-nation-scalping-history-film_n_61abc9a5e4b0451e55168c90,Penobscot Nation Members Do Not Want Ancestors' Scalping Whitewashed,U.S. NEWS,A new educational film produced by the tribe explains how settlers were encouraged to scalp natives for cash bounties.,"David Sharp, AP",4/12/2021
https://www.huffpost.com/entry/ap-us-hawaii-blizzard-warning_n_61abb205e4b0f398af21da66,Hawaii Gets Blizzard Warning As Denver Remains Snow-Free,ENVIRONMENT,"Blizzard warnings for Hawaii are rare, but not totally unheard of.",,4/12/2021
https://www.huffpost.com/entry/nicole-kidman-almost-quit-lucille-ball-movie_n_61aba2fae4b0451e55167580,"Nicole Kidman Feared She Was Wrong To Play Lucille Ball, Almost Quit Movie",ENTERTAINMENT,"Some people were skeptical when news broke that Kidman would be playing the comedy icon in Aaron Sorkin's ""Being the Ricardos.""",Hilary Hanson,4/12/2021
https://www.huffpost.com/entry/biden-vaccine-mandate-testing-option_n_61aa849de4b025be1af7d796,Joe Biden’s ‘Vaccine Mandate’ Has An Alternative: Weekly Tests,POLITICS,"But the testing option won't be fun, and maybe that's the idea.","Arthur Delaney, Dave Jamieson, and Igor Bobic",4/12/2021
https://www.huffpost.com/entry/omicron-coronavirus-variant-new-york-biden_n_61a99f01e4b025be1af5b11c,Omicron Variant Found In 5 States As Biden Lays Out Plan To Tackle Winter Surge,POLITICS,"“The best thing everyone can do is to realize we are not defenseless,"" New York Gov. Kathy Hochul said.",Nick Visser,3/12/2021
https://www.huffpost.com/entry/king-soopers-shooter-trial-incompetent_n_61aa947be4b0ae9a42bcc725,Colorado Supermarket Shooting Suspect Deemed Incompetent For Trial,U.S. NEWS,Ahwad Al Aliwi Alissa's attorney said Friday her client has a “serious” mental illness but did not provide more details.,"COLLEEN SLEVIN, AP",3/12/2021
https://www.huffpost.com/entry/bc-us-beverly-hills-shooting_n_61aa10f4e4b044a1cc2236ea,"Man Arrested In Death Of Jacqueline Avant, Music Icon’s Wife, In Beverly Hills",CRIME,"A 29-year-old man has been arrested after the fatal shooting of philanthropist Jacqueline Avant, the wife of legendary music executive Clarence Avant.",,3/12/2021
https://www.huffpost.com/entry/joe-biden-cold-congestion-negative-covid_n_61aa6f09e4b0451e5515b8fc,President Joe Biden Has A Cold,POLITICS,The president has repeatedly tested negative for COVID-19.,Sarah Ruiz-Grossman,3/12/2021
https://www.huffpost.com/entry/us-november-jobs-report_n_61aa1d5ae4b0451e5514c97a,"U.S. Employers Added Sluggish 210,000 Jobs In November",U.S. NEWS,That's after adding more than half a million jobs in October.,"Christopher Rugaber, AP",3/12/2021
https://www.huffpost.com/entry/public-employee-vaccine-penalty_n_61aa0da5e4b0f398af1ff896,Unvaccinated Nevada State Workers To Pay Monthly Insurance Surcharge,U.S. NEWS,State workers enrolled in public employee healthcare plans will be charged up to $55 per month if they aren't inoculated from COVID-19.,"SAM METZ, AP",3/12/2021
https://www.huffpost.com/entry/joe-biden-mask-mandate-transportation_n_61a83030e4b044a1cc1e7520,Biden Set To Extend Mask Mandate On Public Transit Through Mid-March: Reports,POLITICS,The first U.S. case of the omicron variant has been confirmed in California.,Nick Visser,2/12/2021
https://www.huffpost.com/entry/house-spending-passes-vaccine-mandate-shutdown_n_61a8e3f0e4b0f398af1dc6ff,House Passes Government Funding As Senate Republicans Threaten Shutdown Over Vaccines,POLITICS,Some conservatives are threatening a government shutdown over the Biden administration's pending COVID-19 vaccination and testing rules.,Tara Golshan,2/12/2021
https://www.huffpost.com/entry/jan-6-committee-jeffrey-clark-contempt_n_61a7a174e4b044a1cc1d4895,Jan. 6 Committee Votes To Hold Ex-Trump Official Jeffrey Clark In Contempt,POLITICS,Trump considered installing Clark as his attorney general in the desperate waning days of his presidency.,Sara Boboltz,2/12/2021
https://www.huffpost.com/entry/buzzfeed-news-union-walkout-public_n_61a8c3e4e4b07fe20123b6cb,BuzzFeed News Union Stages Walkout Amid Company's Plans To Go Public,MEDIA,The walkout over wages and creative control came the same day that the company’s shareholders are set to vote on taking the company public.,Nina Golgowski,2/12/2021
https://www.huffpost.com/entry/ap-eu-britain-meghan-lawsuit_n_61a8aefee4b0ae9a42b8a82a,UK Court Backs Meghan Markle In Dispute Over Privacy With Newspaper Publisher,WORLD NEWS,The Duchess of Sussex won the latest stage in her long-running privacy lawsuit against the publisher of the Mail on Sunday and the MailOnline website.,"SYLVIA HUI and JILL LAWLESS, AP",2/12/2021
https://www.huffpost.com/entry/cold-case-arrest-florida_n_61a88b2be4b0f398af1c9a98,Florida Man Charged With Killing 21-Year-Old Woman In 1983,U.S. NEWS,"Ralph Williams, 59, was arrested in Jacksonville and charged with the death of Carla Lowe more than 38 years ago.",,2/12/2021
https://www.huffpost.com/entry/lamarr-hoyt-cy-young-dead-66_n_61a7ca7ce4b0ae9a42b71814,1983 AL Cy Young Award Winner LaMarr Hoyt Dies At 66,SPORTS,"The Chicago White Sox said Hoyt died Monday in his hometown of Columbia, South Carolina, following a lengthy illness.",,1/12/2021
https://www.huffpost.com/entry/sports-bettors-wager-after-game-ends_n_61a7ab07e4b0451e550fccdb,"86 Sports Bettors Get Really Lucky, Allowed To Bet On Game After It Ended",WEIRD NEWS,"The gamblers won a collective total of nearly $15,000 only to have their wagers voided later.","Wayne Parry, AP",1/12/2021
https://www.huffpost.com/entry/vaccine-mandate-government-shutdown_n_61a7a13de4b025be1af1b98e,Senate Republicans Threaten Government Shutdown Over ‘Vaccine Mandate’,POLITICS,The rule requiring employees at large companies to get vaccinated or be tested weekly hasn’t taken effect yet.,"Arthur Delaney, Igor Bobic, and Tara Golshan",1/12/2021
https://www.huffpost.com/entry/stacey-abrams-georgia-governor-2022_n_61a7da0de4b025be1af267d8,Stacey Abrams Announces Run For Georgia Governor In 2022,POLITICS,"The voting rights activist will likely face off against the current Republican governor, Brian Kemp.",Ryan Grenoble,1/12/2021
https://www.huffpost.com/entry/bc-us-daunte-wright-officer-trial_n_61a765c0e4b0451e550f00d7,Officer Charged In Daunte Wright's Death To Testify At Trial,U.S. NEWS,"Jury selection will resume in the trial of Kim Potter, and her attorneys said the suburban Minneapolis police officer would testify.","STEVE KARNOWSKI and AMY FORLITI, AP",1/12/2021
https://www.huffpost.com/entry/joe-biden-avery-rufus-gifford-stutter_n_61a55467e4b0ae9a42b25711,President Joe Biden Reaches Out To Another Child Struggling With A Stutter,POLITICS,"""I promise you it will go away if you just keep at it,"" Biden assured a girl while vacationing in Nantucket.",Mary Papenfuss,11/30/2021
https://www.huffpost.com/entry/new-york-city-supervised-injection-sites_n_61a64cb7e4b0451e550d32d6,NYC Becomes First U.S. City To Open Supervised Injection Sites For Drug Users,U.S. NEWS,"After a record year of overdoses in 2020, the two new supervised injection sites aim to offer a safer alternative for drug users.",Sebastian Murdock,11/30/2021
https://www.huffpost.com/entry/ninth-circuit-court-california-ban-magazines-guns_n_61a682f6e4b044a1cc1b5115,Court Upholds California's Ban On High-Capacity Gun Magazines,POLITICS,"“The statute outlaws no weapon, but only limits the size of the magazine that may be used with firearms,” the judges ruled in the 7-4 decision.","Don Thompson, AP",11/30/2021
https://www.huffpost.com/entry/arlene-dahl-dead-at-96-lorenzo-lamas_n_61a5708fe4b0ae9a42b27a95,"Arlene Dahl, 1950s Screen Star, Dead At 96",ENTERTAINMENT,"Dahl is best known for films like “Journey to the Center of the Earth” and “Three Little Words,” and for being the mother of Lorenzo Lamas.","Andrew Dalton, AP",11/30/2021
https://www.huffpost.com/entry/jussie-smollett-trial-attorney-victim_n_61a58116e4b07fe2011d5d78,Jussie Smollett's Lawyer Says Actor Is 'A Real Victim' Of Attack,ENTERTAINMENT,Jussie Smollett's defense attorney says he is a “real victim” of a racist and homophobic attack in Chicago in January 2019.,"DON BABWIN and SARA BURNETT, AP",11/30/2021
https://www.huffpost.com/entry/nasa-spacewalk-delayed_n_61a6a4a3e4b025be1aefff74,"Space Junk Too Risky For Astronaut, Spacewalk Delayed",SCIENCE,It’s the first time a spacewalk has been canceled because of threat from space junk.,"Marcia Dunn, AP",11/30/2021
https://www.huffpost.com/entry/empire-jussie-smollett-hate-crime-chicago_n_61a462d5e4b0ae9a42b03331,Actor Jussie Smollett Heads To Trial To Face Charges He Lied To Police,CRIME,"Two men say the actor paid them to stage a hate crime against him, but Smollett maintains his innocence.",Mary Papenfuss,11/29/2021
https://www.huffpost.com/entry/best-tools-for-frying-hanukkah_l_61a41ec1e4b025be1aeb1d64,The Best Tools For All Your Hanukkah Frying,FOOD & DRINK,"From Dutch ovens to cheesecloth and the right thermometer, these kitchen must-haves will help you make delicious fried food.",Alexandra Emanuelli,11/29/2021
https://www.huffpost.com/entry/ap-us-obit-carrie-meek_n_61a4b5cae4b044a1cc1787c1,"Carrie Meek, Pioneering Black Former Congresswoman, Dies",POLITICS,"Former Florida congresswoman Carrie Meek championed affirmative action, economic opportunities for the poor and efforts to bolster democracy in Haiti.","FREIDA FRISARO, AP",11/29/2021
https://www.huffpost.com/entry/matthew-mcconaughey-governor-texas_n_61a43d76e4b044a1cc16c235,Matthew McConaughey Says He's Decided Not To Run For Texas Governor,POLITICS,"The Oscar-winning actor said it was ""a path that I’m choosing not to take at this moment.""",Josephine Harvey,11/29/2021
https://www.huffpost.com/entry/merriam-webster-vaccine-word-of-2021_n_61a4d8e3e4b044a1cc17d73b,Merriam-Webster Chooses Vaccine As The 2021 Word Of The Year,U.S. NEWS,"Lookups for “vaccine” increased 601% over 2020. It was also extremely high every day in 2021, the publishing company said.","LEANNE ITALIE, AP",11/29/2021
https://www.huffpost.com/entry/american-airlines-guatemala-stowaway-miami_n_61a38456e4b0f398af13ee5e,Stowaway Found Alive After Flying To Miami In Plane's Landing Gear,U.S. NEWS,Video posted online appears to show the man sitting on the tarmac after his precarious ride that authorities say very few survive.,Nina Golgowski,11/28/2021
https://www.huffpost.com/entry/virgil-abloh-designer-dead-dies_l_61a3db8be4b025be1aeafaa4,Fashion Designer Virgil Abloh Dies Of Cancer At 41,STYLE & BEAUTY,Abloh was the artistic director for Louis Vuitton’s menswear.,"Jake Coyle, AP",11/28/2021
https://www.huffpost.com/entry/omar-boebert-anti-muslim-remarks_n_61a3030be4b025be1aea6831,Omar Seeks Action Over Far-Right Congresswoman's Islamophobic Remarks,POLITICS,"Colorado Republican Rep. Lauren Boebert has repeatedly referred to Rep. Ilhan Omar in derogatory terms, calling Omar a member of the ""jihad squad.""","James Anderson, AP",11/28/2021
https://www.huffpost.com/entry/donations-murder-wrongful-conviction_n_61a2d2d1e4b044a1cc15e227,Donations Pour In For Missouri Man Freed After 43 Years Of Wrongful Imprisonment,CRIME,"More than $1.5 million has been raised for Kevin Strickland, who spent decades behind bars before a judge overruled his conviction.",,11/28/2021
https://www.huffpost.com/entry/phil-saviano-dead_n_61a3e7a7e4b044a1cc1689ae,"Phil Saviano, Key Clergy Sex Abuse Whistleblower, Dies At 69",U.S. NEWS,Phil Saviano played a pivotal role exposing decades of predatory assaults by Roman Catholic priests.,"William J. Kole, AP",11/28/2021
https://www.huffpost.com/entry/omicron-variant-netherlands-australia-covid_n_61a387fde4b0f398af13f023,"Netherlands, Australia Find Omicron Variant As Restrictions Spread",WORLD NEWS,Israel moved to ban entry by foreigners and mandate quarantine for all Israelis arriving from abroad.,"Mike Corder and Geir Moulson, AP",11/28/2021
https://www.huffpost.com/entry/black-friday-amazon-protest_n_61a20436e4b0451e5507c16f,Climate Activists Blockade Amazon Warehouses Across Europe On Black Friday,WORLD NEWS,It was part of a global effort to pressure the e-commerce giant on one of its busiest days of the year.,"by KELVIN CHAN, AP",11/27/2021
https://www.huffpost.com/entry/colonial-coin-britain_n_61a21dece4b025be1ae9dcd5,"Rare Coin Found In A Candy Tin Sells At Auction For $350,000",U.S. NEWS,One of the first coins minted in Colonial New England sold to an anonymous online bidder.,,11/27/2021
https://www.huffpost.com/entry/thanksgiving-dinner-stray-bullet_n_61a20190e4b0ae9a42aea781,Stray Bullet Kills Pennsylvania Man Eating Thanksgiving Dinner,U.S. NEWS,"Edilberto Miguel Palaez Moctezuma, 25, was killed by the stray projectile that pierced a window at his Philadelphia suburbs home.",,11/27/2021
https://www.huffpost.com/entry/stephen-sondheim-dead-tributes_n_61a1e37ce4b0ae9a42ae9593,"Stars Of Stage And Screen Pay Heartfelt Tribute To 'Legend, Icon' Stephen Sondheim",ENTERTAINMENT,"Barbra Streisand, Viola Davis, Idina Menzel, Ava DuVernay, Hugh Jackman, Lin-Manuel Miranda and more lined up to honor the musical theater legend.",Lee Moran,11/27/2021
https://www.huffpost.com/entry/san-francisco-news-crew-security-guard-shot-killed_n_61a2a9d8e4b0ae9a42af278a,News Crew Security Guard Dies After Being Shot While Helping Robbery Coverage,CRIME,Kevin Nishita was shot in the abdomen while doing his job amid an uptick in organized retail crime.,"Daisy Nguyen, AP",11/27/2021
